Title,Description,Links,"Publication Date"
"Еврокомиссия запретила поставки зерна из Украины в пять стран","Еврокомиссия со 2 мая по 5 июня запретила поставки пшеницы, кукурузы, рапса и семян подсолнечника из Украины в пять стран: Болгарию, Венгрию, Польшу, Румынию и Словакию. Эти страны снимут свои внутренние ограничения, транзит украинского зерна через них разрешен.",https://www.kommersant.ru/doc/5966950,"Tue, 02 May 2023 19:32:17 +0300"
"На рынке труда США в марте отмечен рост числа сокращений","Сегодня, 2 мая, Бюро статистики рынка труда США сообщило, что количество сокращений персонала в марте (1,8 млн) заметно увеличилось по сравнению с февралем (1,6 млн). Рост сокращений отмечен в таких сферах, как строительство, гостиничный бизнес и общепит, здравоохранение и социальное обеспечение.",https://www.kommersant.ru/doc/5966931,"Tue, 02 May 2023 19:25:21 +0300"
"Госдолг Украины в марте увеличился на $3,9 млрд","Сумма государственного и гарантированного государством долга Украины в марте увеличилась на $3,9 млрд и составила $119,9 млрд, следует из данных на сайте Минфина страны. Внешний государственный и гарантированный долг в марте составил $78,51 млрд — 65,47% от общей суммы долга.",https://www.kommersant.ru/doc/5966932,"Tue, 02 May 2023 19:22:50 +0300"
"Изготовители документов для предполагаемой убийцы Дугиной получили по 3,5 года колонии","Судья Пролетарского районного суда Тулы Нина Панарина признала виновными Александра Сучкова и Андрея Кузнецова в подделке свидетельства о регистрации автомобиля, на котором предполагаемые организаторы убийства публицистки Дарьи Дугиной выехали из России. Каждый из виновных приговорен к 3 годам и 6 месяцам колонии общего режима, сообщает ТАСС.",https://www.kommersant.ru/doc/5966924,"Tue, 02 May 2023 18:46:03 +0300"
"Bloomberg: «Сахалин-2» впервые пройдет техобслуживание без участия иностранных подрядчиков","Проект по производству сжиженного природного газа «Сахалин-2» впервые пройдет ежегодное техническое обслуживание без иностранных подрядчиков. Работы начнутся в июле и продлятся 40 дней.",https://www.kommersant.ru/doc/5966914,"Tue, 02 May 2023 18:43:48 +0300"
"Глава Минспорта Матыцин предложил провести Игры БРИКС в России","Министр спорта Олег Матыцин в ходе совещания президента РФ Владимира Путина с членами правительства предложил провести спортивные Игры БРИКС в 2024 году в России. По его словам, это особенно актуально в условиях сотрудничества с объединениями государств, которые не присоединились к антироссийским санкциям.",https://www.kommersant.ru/doc/5966915,"Tue, 02 May 2023 18:36:35 +0300"
"Спикер теробороны Украины отрицает гибель руководителя формирования Игоря Танцюры под Бахмутом","Спикер командования теробороны вооруженных сил Украины (ВСУ) опроверг гибель командующего силами территориальной обороны ВСУ Игоря Танцюры. Ранее сегодня, 2 мая, глава ЧВК «Вагнер» Евгений Пригожин сообщил, что артиллерия, «предположительно», уничтожила бронеавтомобиль, в котором генерал-майор Игорь Танцюра ехал в Бахмут.",https://www.kommersant.ru/doc/5966893,"Tue, 02 May 2023 18:27:46 +0300"
"Reuters: Россия сократила экспорт СПГ в январе—апреле на 11% год к году","Россия в январе—апреле текущего года экспортировала 10,5 млн тонн сжиженного природного газа, что на 11% ниже показателя за аналогичный период 2022 года. Объем российского экспорта СПГ в Европу сохранился на уровне прошлого года, сообщает Reuters со ссылкой на данные портала Refinitiv Eikon.",https://www.kommersant.ru/doc/5966911,"Tue, 02 May 2023 18:26:27 +0300"
"Air Moldova приостановила все полеты и продажу билетов на неопределенный срок","Компания Air Moldova объявила о приостановке выполнения рейсов и продажи билетов со 2 мая на неопределенный срок. Решение принято в связи с финансовыми трудностями: авиакомпания объявила об ускоренной реструктуризации с целью избежания банкротства.",https://www.kommersant.ru/doc/5966897,"Tue, 02 May 2023 18:12:19 +0300"
"Губернатор оценил восстановление жилья в Свердловской области после пожара в 2 млрд руб.","Губернатор Свердловской области Евгений Куйвашев сообщил, что на восстановление домов и инфраструктуры в населенных пунктах региона, пострадавших в результате пожара, необходимо около 2 млрд руб. По предварительным подсчетам, которые привел губернатор, на восстановление жилья в поселке Сосьва, где начался пожар, необходимо 960 млн руб.",https://www.kommersant.ru/doc/5966884,"Tue, 02 May 2023 17:50:58 +0300"
"Суд в Брянске продлил арест обвиняемому в незаконном пересечении границы украинскому пилоту","Советский районный суд Брянска продлил арест на два месяца, до 4 июля,  украинскому пилоту Алексею Морозову, чей самолет совершил жесткую посадку в Брянской области. Об этом сообщили в пресс-службе суда.",https://www.kommersant.ru/doc/5966878,"Tue, 02 May 2023 17:50:03 +0300"
"Глава Минспорта Матыцин: около 180 спортсменов из РФ могут попасть на Олимпиаду","Министр спорта России Олег Матыцин заявил, что около 180 российских спортсменов смогут принять участие в Олимпийских играх 2024 года в Париже, если пройдут квалификацию и правила допуска для них не изменятся. Об этом он заявил на совещании президента России Владимира Путина с правительством.",https://www.kommersant.ru/doc/5966881,"Tue, 02 May 2023 17:39:11 +0300"
"Инфляция в еврозоне в апреле выросла до 7%","Инфляция в еврозоне в апреле выросла до 7% в годовом исчислении, следует из данных статистической службы Европейского союза. В марте она составляла 6,9%.",https://www.kommersant.ru/doc/5966863,"Tue, 02 May 2023 17:15:04 +0300"
"Верховная рада признала «рашизм» государственной идеологией России","Верховная рада Украины одобрила проект заявления, согласно которому «рашизм» официально признан государственной идеологией России. Заявление на голосовании 2 мая поддержал 281 народный депутат, сообщил в своем Telegram-канале нардеп Алексей Гончаренко (партия «Европейская солидарность»).",https://www.kommersant.ru/doc/5966867,"Tue, 02 May 2023 17:13:41 +0300"
"В Госдуму внесли проект о выплатах родственникам всех погибших при спецоперации","Рабочая группа по вопросам военной операции на Украине внесла в Госдуму законопроект о выплатах обязательного госстрахования близким родственникам бойцов, погибших в ходе боевых действий до 14 июля 2022 года. Об этом сообщил глава группы Андрей Турчак в Telegram.",https://www.kommersant.ru/doc/5966869,"Tue, 02 May 2023 17:10:48 +0300"
"Совет директоров «Соллерса» рекомендовал дивиденды за 2022 год в размере 45,39 руб. на акцию","Совет директоров автомобилестроительной компании «Соллерс» рекомендовал собранию акционеров выплатить дивиденды из прибыли компании за 2022 год в размере 45,39 руб. на акцию, следует из материалов, размещенных на сайте Центра раскрытия корпоративной информации. Согласно решению совета директоров, общее собрание должно определить реестр лиц, имеющих право на получение дивидендов, до 10 июля.",https://www.kommersant.ru/doc/5966872,"Tue, 02 May 2023 17:08:41 +0300"
"Производитель оборудования для металлургии Danieli решил продать активы в России","Итальянский производитель металлургического оборудования Danieli Group решил покинуть российский рынок в связи с санкционными ограничениями. Об этом представитель компании сообщил «РИА Новости».",https://www.kommersant.ru/doc/5966829,"Tue, 02 May 2023 17:07:10 +0300"
"МИД России выразил решительный протест из-за изъятия школы в Варшаве","МИД России сообщил, что выразил решительный протест временному поверенному в делах Польши Яцеку Щлядевскому в связи с захватом здания школы при посольстве в Варшаве. Он был вызван в МИД сегодня, 2 мая, и пробыл в здании около 20 минут.",https://www.kommersant.ru/doc/5966866,"Tue, 02 May 2023 16:58:37 +0300"
"Прокурор запросил почти четыре года изготовителям документов для предполагаемой убийцы Дугиной","Прокурор запросил 3 года и 11 месяцев колонии Александру Сучкову и Андрею Кузнецову, которые обвиняются в изготовлении фальшивых документов для предполагаемой убийцы Дарьи Дугиной Натальи Вовк. Об этом сообщил корреспондент «РИА Новости» из зала суда.",https://www.kommersant.ru/doc/5966852,"Tue, 02 May 2023 16:45:55 +0300"
"Семья Гуцериевых вышла из состава акционеров «Русского угля» и Кузбасской топливной компании","Владелец группы «Сафмар» Михаил Гуцериев и члены его семьи вышли из капитала холдинга «Русский уголь» и Кузбасской топливной компании (КТК), следует из отчетов компаний по итогам 2022 года, на которые обратил внимание «Интерфакс». Согласно отчетности АО «Русский уголь», Саит-Салам Гуцериев перестал быть бенефициарным владельцем компании 11 августа 2022 года.",https://www.kommersant.ru/doc/5966844,"Tue, 02 May 2023 16:44:19 +0300"
"«СовЭкон» снизил прогноз экспорта зерна из России","Аналитический центр «СовЭкон» снизил прогноз экспорта пшеницы из России с 44,5 млн т до 44,4 млн т в сезоне 2022–2023 годов. Прогноз снижен на фоне замедления темпов поставок.",https://www.kommersant.ru/doc/5966849,"Tue, 02 May 2023 16:38:18 +0300"
"Временный поверенный в делах Польши посетил МИД России из-за изъятия школы","Временный поверенный в делах Польши в России Яцек Щлядевски был вызван в Министерство иностранных дел РФ, сообщает «РИА Новости». По информации агентства, это связано с изъятием в пользу государства здания школы при посольстве РФ в Варшаве.",https://www.kommersant.ru/doc/5966847,"Tue, 02 May 2023 16:29:41 +0300"
"Премьер Армении и глава «Росатома» обсудили строительство нового энергоблока АЭС","Глава госкорпорации «Росатом» Алексей Лихачев вместе с российской делегацией был принят премьер-министром Армении Николом Пашиняном. Они обсудили сотрудничество в сфере атомной энергетики, а также строительство нового атомного энергоблока в Армении.",https://www.kommersant.ru/doc/5966835,"Tue, 02 May 2023 16:20:01 +0300"
"Хуснуллин пообещал подготовить Мариуполь к отопительному сезону","Вице-премьер России Марат Хуснуллин заявил, что в 2023 году 1829 объектов Мариуполя будут подключены к отоплению по полноценной схеме. За прошедший год, по его словам, теплом удалось обеспечить 1100 объектов.",https://www.kommersant.ru/doc/5966828,"Tue, 02 May 2023 16:06:43 +0300"
"США предупредили Грузию об «игре в рулетку» из-за поставок электроники России","Глава управления по координации санкций Госдепартамента Джим О`Брайен заявил, что грузинские бизнесмены «играют в рулетку», отправляя в Россию электронику, попадающую под санкции ЕС и США. «Владельцы бизнеса могут стать нарушителями санкций; поэтому они должны быть очень осторожны и избегать подобной торговли»,— заявил Джим О`Брайен в опубликованном 1 мая интервью грузинской редакции «Голоса Америки» (признана в России СМИ—иностранным агентом).",https://www.kommersant.ru/doc/5966787,"Tue, 02 May 2023 16:04:19 +0300"
"Роспотребнадзор отчитался о снижении заболеваемости ОРВИ, COVID-19 и гриппом","Заболеваемость гриппом и ОРВИ в России снизилась за неделю на 8%, коронавирусом — на 11%. Об этом сообщил «Интерфакс» со ссылкой на пресс-службу Роспотребнадзора.",https://www.kommersant.ru/doc/5966821,"Tue, 02 May 2023 15:59:18 +0300"
"В Мелитополе пытались подорвать замглавы ГУВД России по Запорожью","Сегодня, 2 мая, в Мелитополе совершено покушение на замначальника ГУВД РФ по Запорожской области, сообщает СКР. Возбуждено уголовное дело по двум статьям УК РФ.",https://www.kommersant.ru/doc/5966818,"Tue, 02 May 2023 15:52:28 +0300"
"Прибыль HSBC выросла почти вчетверо в первом квартале","Выручка британского банка HSBC выросла в первом квартале на 74%, составив $20,2 млрд. Чистая прибыль увеличилась почти в четыре раза, до $10,3 млрд.",https://www.kommersant.ru/doc/5966801,"Tue, 02 May 2023 15:48:38 +0300"
"NYT: разведка ФРГ призывала работающих близ посольства РФ чиновников задергивать шторы","Разведывательные службы Германии на протяжении нескольких лет призывали членов парламента, работающих вблизи здания российского посольства в Берлине, «отворачивать экраны компьютеров» от окон, не использовать беспроводные устройства (поскольку их легче прослушать), а также задергивать занавески во время заседаний. Об этом сообщает The New York Times (NYT) со ссылкой на источники из парламента.",https://www.kommersant.ru/doc/5966815,"Tue, 02 May 2023 15:48:01 +0300"
"Глава фракции «Грузинской мечты» назвал «неформальными санкциями»  блокировку $2 млрд Бидзины Иванишвили в Credit Suisse","Председатель парламентской фракции партии «Грузинская мечта» Мамука Мдинарадзе в беседе с журналистами сегодня, 2 мая, сказал, что блокировка $2 млрд в швейцарском банке Credit Suisse основателя партии и бывшего премьер-министра страны Бидзины Иванишвили — это «неформальные санкции». По словам господина Мдинарадзе, ограничения «были введены после начала войны на Украине», когда «всемирная партия войны» требовала от Бидзины Иванишвили «вернуться в политику и втянуть Грузию в войну» против России, передает издание Interpressnews.",https://www.kommersant.ru/doc/5966746,"Tue, 02 May 2023 15:45:40 +0300"
"Министр обороны Украины Резников намекнул на техногенные катастрофы в России","Министр обороны Украины Алексей Резников заявил, что «не удивится», если в России произойдет серьезная техногенная катастрофа, которая потребует немедленного внимания властей. По его мнению, Москва может попытаться «объяснить» окончание активных боевых действий на Украине необходимостью реагировать на катастрофу.",https://www.kommersant.ru/doc/5966816,"Tue, 02 May 2023 15:45:38 +0300"
"NYT: медиагруппа Vice может объявить о банкротстве","По данным The New York Times (NYT), ссылающейся на несколько неназванных источников, американо-канадская Vice Media Group, владеющая такими популярными ресурсами, как Vice и Motherboard, готовится в ближайшие несколько недель подать заявление о банкротстве. NYT сообщает, что в последнее время компания занята поиском покупателя на свои активы и, если таковой будет найден, Vice может избежать банкротства.",https://www.kommersant.ru/doc/5966796,"Tue, 02 May 2023 15:39:49 +0300"
"Австралия запретила рекреационное использование вейпов","Власти Австралии резко ужесточили законы, регулирующие продажу и использование электронных сигарет и вейпов в надежде справиться с ростом числа курильщиков среди подростков и молодежи. Эксперты назвали меры самой масштабной реформой сферы курения за последние десять с лишним лет.",https://www.kommersant.ru/doc/5966806,"Tue, 02 May 2023 15:38:56 +0300"
"В Кремле внимательно следят за ситуацией с госдолгом США","Пресс-секретарь президента России Дмитрий Песков заявил, что российские власти внимательно отслеживают ситуацию с государственным долгом в США. По его словам, в Кремле также внимательно следят и за другими проблемами, с которыми сталкивается мировая экономика.",https://www.kommersant.ru/doc/5966807,"Tue, 02 May 2023 15:31:39 +0300"
"Песков: ФРГ не может следить за тем, чтобы Украина не использовала ее оружие для ударов по РФ","Пресс-секретарь президента России Дмитрий Песков прокомментировал заявление канцлера Германии Олафа Шольца о том, что ФРГ будет следить за тем, чтобы ее оружие не использовалось Украиной для ударов по РФ. По словам господина Пескова, у Германии нет возможности за этим следить, а Украина уже использует поставленное из ФРГ оружие для ударов по территории России.",https://www.kommersant.ru/doc/5966803,"Tue, 02 May 2023 15:18:47 +0300"
"Samsung запретила сотрудникам пользоваться чат-ботами","Как сообщает Bloomberg, Samsung Electronics разослала своим сотрудникам письмо на прошлой неделе, в котором говорится о введении запрета на использование чат-ботов с искусственным интеллектом вроде ChatGPT, Bard или Bing. Поводом для введения запрета стало неосторожное пользование ChatGPT некоторыми инженерами компании, которые в апреле загрузили в нейросеть исходный код одного из продуктов Samsung, в результате чего тот оказался в открытом доступе.",https://www.kommersant.ru/doc/5966767,"Tue, 02 May 2023 15:14:15 +0300"
"Глава Минобороны Украины связал успех контрнаступления с будущей поддержкой союзников","Министр обороны Украины Алексей Резников заявил, что успех украинского контрнаступления будет иметь большое значение для союзников страны, которые продолжат поддерживать ее в военном конфликте. Такое мнение Алексей Резников выразил в интервью «Интерфакс-Украина».",https://www.kommersant.ru/doc/5966764,"Tue, 02 May 2023 15:13:19 +0300"
"Прибыль Logitech упала на 43% в 2022 году","Швейцарский производитель периферии для ПК Logitech представил отчетность за четвертый квартал и весь финансовый 2022 год, закончившийся 31 марта. Выручка компании за год снизилась на 17%, до $4,5 млрд, чистая прибыль — на 43%, до $365 млн.",https://www.kommersant.ru/doc/5966763,"Tue, 02 May 2023 15:09:43 +0300"
"Песков: спецслужбы делают все необходимое, чтобы не допустить диверсий на 9 Мая","Пресс-секретарь президента России Дмитрий Песков заявил, что спецслужбы делают все необходимое для обеспечения безопасности на мероприятиях, которые пройдут 9 мая в честь Дня Победы. По его словам, в Кремле учитывают, что «киевский режим стоит за целым рядом террористических актов и планирует их дальше».",https://www.kommersant.ru/doc/5966797,"Tue, 02 May 2023 15:08:00 +0300"
"Путин по видеосвязи запустил трамвайное движение в Мариуполе","Президент Владимир Путин принял по видеосвязи участие в церемонии открытия трамвайных путей в Мариуполе. Вместе с президентом был губернатор Санкт-Петербурга Александр Беглов.",https://www.kommersant.ru/doc/5966798,"Tue, 02 May 2023 15:04:32 +0300"
"IBM рассчитывает заменить порядка 7,8 тыс. сотрудников искусственным интеллектом","Генеральный директор IBM Арванд Кришна заявил в интервью агентству Bloomberg, что его компания намерена прекратить наем сотрудников на те позиции, которые в ближайшем будущем могут быть легко заменены искусственным интеллектом. По мнению господина Кришны, искусственный интеллект может легко справиться с рутинными задачами, которые сейчас выполняют некоторые офисные специалисты, не имеющие прямого отношения к продукции компании.",https://www.kommersant.ru/doc/5966750,"Tue, 02 May 2023 15:04:14 +0300"
"Кремль напомнил о невыполненных условиях для продления зерновой сделки","Контакты по зерновой сделке продолжаются, но не приносят результатов, утверждает пресс-секретарь президента России Дмитрий Песков. Он не стал подтверждать информацию Reuters о том, что завтра, 3 мая, пройдут переговоры по сделке с участием всех ее сторон.",https://www.kommersant.ru/doc/5966774,"Tue, 02 May 2023 14:59:55 +0300"
"Кремлю не известно о миссии Ватикана по урегулированию конфликта на Украине","Пресс-секретарь президента России Дмитрий Песков заявил, что Кремлю ничего не известно о мирной миссии Ватикана на Украине, о которой 30 апреля заявил папа римский Франциск. По словам понтифика, миссия Ватикана по урегулированию конфликта на Украине  не является публичной.",https://www.kommersant.ru/doc/5966781,"Tue, 02 May 2023 14:55:27 +0300"
"На Украине около 23 тыс. человек считаются пропавшими в результате боевых действий","В МВД Украины заработал единый реестр лиц, пропавших без вести «при особых обстоятельствах», сообщил замминистра внутренних дел Леонид Тимченко. По данным ведомства, около 23 тыс. человек считаются пропавшими без вести в результате боевых действий.",https://www.kommersant.ru/doc/5966762,"Tue, 02 May 2023 14:54:05 +0300"
"МИД России не подтвердил переговоры по зерновой сделке 3 мая","К российской стороне не поступало информации о какой-либо встрече по зерновой сделке, сообщила «Интерфаксу» пресс-служба Министерства иностранных дел России. Ранее источник Reuters сообщал, что переговоры по зерновой сделке с участием всех сторон соглашения планируются завтра, 3 мая.",https://www.kommersant.ru/doc/5966768,"Tue, 02 May 2023 14:50:56 +0300"
"Песков: данные Пентагона о потерях России на Украине взяты с потолка","США не располагают достоверными данными о потерях России в украинском конфликте, информация о 100 тыс. убитых и раненых «взята с потолка», заявил пресс-секретарь президента России Дмитрий Песков. Ранее такие данные привел координатор по стратегическим коммуникациям Совета национальной безопасности США Джон Кирби.",https://www.kommersant.ru/doc/5966778,"Tue, 02 May 2023 14:48:08 +0300"
"Чистая прибыль НСПК по РСБУ в 2022 году увеличилась в 2,58 раза","Чистая прибыль Национальной системы платежных карт (НСПК) по РСБУ в 2022 году составила 25,3 млрд руб., что в 2,58 раза больше, чем в предыдущем году, следует из отчетности компании. НСПК создана в 2014 году.",https://www.kommersant.ru/doc/5966760,"Tue, 02 May 2023 14:39:30 +0300"
"Баскетболист ЦСКА Швед получил черепно-мозговую травму в результате нападения","Защитник баскетбольного клуба ЦСКА Алексей Швед получил черепно-мозговую травму в результате нападения в Москве. По словам президента московского клуба Андрея Ватутина, в настоящее время Алексей Швед находится в больнице.",https://www.kommersant.ru/doc/5966741,"Tue, 02 May 2023 14:24:36 +0300"
"Минфин: нефть Urals в апреле подорожала до $58,63 за баррель","Минфин сообщил, что средняя цена на нефть марки Urals в январе—апреле составила $51,05 за баррель. Это в 1,65 раза меньше по сравнению с аналогичным периодом 2022 года ($84,68 за баррель).",https://www.kommersant.ru/doc/5966751,"Tue, 02 May 2023 14:21:49 +0300"
"Россия остается крупнейшим поставщиком нефти в Индию","В марте индийский импорт российской нефти впервые превысил суммарный импорт нефти из Саудовской Аравии и Ирака. Об этом свидетельствуют данные Vortexa Ltd, компании, отслеживающей в реальном времени поставки энергоносителей по всему миру.",https://www.kommersant.ru/doc/5966745,"Tue, 02 May 2023 14:15:47 +0300"
"Tinder завершит уход из России к 30 июня","Технологическая компания Match Group, владеющая и управляющая крупнейшим портфелем популярных онлайн-сервисов знакомств, включая Tinder, Match.com, Meetic, Ok Cupid, Hinge, Plenty Of Fish, Our Time, завершит уход из России к 30 июня, следует из ежегодного отчета компании. «Мы стараемся защищать права человека.",https://www.kommersant.ru/doc/5966743,"Tue, 02 May 2023 14:07:14 +0300"
"Путин наградил Гергиева орденом «За заслуги перед Отечеством» II степени","Президент Владимир Путин подписал указ о награждении орденом «За заслуги перед Отечеством» II степени директора Мариинского театра Валерия Гергиева. Ему сегодня, 2 мая, исполнилось 70 лет.",https://www.kommersant.ru/doc/5966739,"Tue, 02 May 2023 14:07:00 +0300"
"Прибыль ЛУКОЙЛа в первом квартале снизилась на 21,8%","В первом квартале 2023 года чистая прибыль ЛУКОЙЛа по российским стандартам бухгалтерского учета (РСБУ) составила 104,287 млрд руб. Это на 21,8% ниже по сравнению с аналогичным периодом прошлого года (133,381 млрд).",https://www.kommersant.ru/doc/5966733,"Tue, 02 May 2023 13:53:55 +0300"
"Глава КГБ Белоруссии заявил о готовящихся в стране акциях по дестабилизации обстановки","Председатель Комитета госбезопасности Белоруссии Иван Тертель заявил, что в стране планируется ряд акций по дестабилизации ситуации внутри республики. По его словам, спонсорами этих акций являются иностранные физлица, спецслужбы и другие организации.",https://www.kommersant.ru/doc/5966731,"Tue, 02 May 2023 13:53:03 +0300"
"С Валерия Израйлита сняли обвинения в мошенничестве и отмывании","Смольнинский районный суд Санкт-Петербурга прекратил по ходатайству Валерия Израйлита производство по двум уголовным делам о мошенничестве в особо крупном размере и одному — о легализации денежных средств (ч. 4 ст. 159 и ч. 4 ст. 174.1 УК РФ). Обвинения были сняты в связи с истечением сроков давности.",https://www.kommersant.ru/doc/5966707,"Tue, 02 May 2023 13:49:23 +0300"
"Федерация дзюдо отказала восьми россиянам в допуске к чемпионату мира после проверки их биографии","Исполнительный совет Международной федерации дзюдо (IJF) отказал восьми представителям сборной России в участии в чемпионате мира. Решение в их отношении было принято после проверки их биографических данных для выявления информации, предполагающей поддержку военной операции на Украине.",https://www.kommersant.ru/doc/5966727,"Tue, 02 May 2023 13:49:19 +0300"
"В Конгрессе США призвали проверить китайского ритейлера Shein на использование рабского труда","Группа членов Конгресса США от обеих партий призвала Комиссию по ценным бумагам и биржам (SEC) приостановить процедуру подготовки к первичному размещению акций (IPO) китайского ритейлера Shein, сообщает Reuters. Конгрессмены считают необходимым прежде удостовериться, что Shein, которая торгует модной одеждой по всему миру, не использует подневольный труд уйгуров.",https://www.kommersant.ru/doc/5966649,"Tue, 02 May 2023 13:34:52 +0300"
"Путин выразил соболезнования семье модельера Вячеслава Зайцева","Президент Владимир Путин направил соболезнования родным Вячеслава Зайцева, который умер 30 апреля. Господин Путин назвал модельера «талантливым, душевно щедрым, безраздельно увлеченным своим призванием» человеком.",https://www.kommersant.ru/doc/5966721,"Tue, 02 May 2023 13:33:25 +0300"
"Главы силовых ведомств Украины попросили отложить возврат выплат для военных в тылу","Главы украинских силовых ведомств попросили Верховную раду отложить принятие закона, возвращающего доплату  в размере 30 тыс. гривен ($814) военнослужащим, сотрудникам полиции и государственной службы по ЧС, которые проходят службу в тылу. Об этом в Telegram сообщил глава фракции «Слуга народа» в Верховной раде Давид Арахамия.",https://www.kommersant.ru/doc/5966708,"Tue, 02 May 2023 13:26:50 +0300"
"Суд в Москве 24 мая рассмотрит вопрос о выдаче Сапеги в Россию","Пресненский суд Москвы 24 мая рассмотрит представление ФСИН о передаче осужденной в Белоруссии Софьи Сапеги в Россию. Заседание назначено на 12:00, следует из карточки.",https://www.kommersant.ru/doc/5966703,"Tue, 02 May 2023 13:20:51 +0300"
"ФНС приостановила операции по счетам двух компаний блогера Оксаны Самойловой","По решению Федеральной налоговой службы (ФНС) операции по счетам двух компаний, гендиректором которых является блогер Оксана Самойлова, приостановлены. Речь идет о предприятиях ООО «Фэмэли Фест» и ООО «Айэмспэшел».",https://www.kommersant.ru/doc/5966709,"Tue, 02 May 2023 13:20:45 +0300"
"В Белоруссии только партия «Белая Русь» прошла предписанную законом перерегистрацию","Ни одна из белорусских партий пока не прошла перерегистрацию, кроме «Белой Руси». Об этом сообщил министр юстиции Белоруссии Сергей Хоменко.",https://www.kommersant.ru/doc/5966689,"Tue, 02 May 2023 13:09:15 +0300"
"Умер модельер Валентин Юдашкин","Умер модельер Валентин Юдашкин, сообщила его супруга «Первому каналу». Господину Юдашкину было 59 лет.",https://www.kommersant.ru/doc/5966702,"Tue, 02 May 2023 13:02:22 +0300"
"Шойгу: армия получает достаточно боеприпасов","Министр обороны Сергей Шойгу провел селекторное совещание. Он заявил, что в России начато серийное производство новейших типов вооружения.",https://www.kommersant.ru/doc/5966694,"Tue, 02 May 2023 12:57:10 +0300"
"Львова-Белова заявила, что полученное детьми российское гражданство не отменяет украинское","Уполномоченный при президенте по правам ребенка Мария Львова-Белова заявила, что Россия проводила эвакуацию, а не насильственную депортацию детей из зоны военного конфликта на Украине. Она подчеркнула, что российская сторона не отменяет украинское гражданство для приехавших детей, а лишь предоставляет им возможность дополнительно получить гражданство РФ.",https://www.kommersant.ru/doc/5966672,"Tue, 02 May 2023 12:52:08 +0300"
