Title,Description,Links,"Publication Date"
"В Астраханской области стартовал казачий конный поход","
    В Москве на видео зафиксировали пролет дрона мимо Спасской башни Кремля. На кадрах аппарат летит со стороны Храма Василия Блаженного. Затем беспилотник взрывается в небе над Сенатским дворцом. Ранее в сеть выложили видео атаки с другого ракурса, на котором хорошо виден подрыв беспилотника. 
  ",https://lenta.ru/news/2023/05/03/prolet305/,"Wed, 03 May 2023 16:39:44 +0300"
"Стали известны подробности атаки беспилотников на Кремль","
    В селе Ушаковка Черноярского района Астраханской области стартовал казачий конный поход, приуроченный к 78-й годовщине победы в Великой Отечественной войне и 80-1 годовщине победы в Сталинградской битве. Поход завершится 5 мая в селе Соленое Займище. Церемония открытия началась с шествия бессмертного полка.
  ",https://lenta.ru/news/2023/05/03/pokhod/,"Wed, 03 May 2023 16:36:00 +0300"
"Россиянку заподозрили в принуждении подростка наблюдать за ее сексом","
    Между атаками двух беспилотных летательных аппаратов (БПЛА) на Кремль прошло 16 минут. Подробности попытки атаки дронов публикует ТВЦ. По информации канала, первый беспилотник заметили в небе над Кремлем в 2:27 по московскому времени. Дрон взорвался над Сенатским дворцом, после чего на крыше произошло возгорание.
  ",https://lenta.ru/news/2023/05/03/bpla/,"Wed, 03 May 2023 16:35:00 +0300"
"Мужчина пошел в аптеку за лекарствами и пережил нападение медведя","
    В Ленинградской области 33-летнюю местную жительницу заподозрили в вовлечении подростка в сексуальные игры. По данным издания, летом 2022 года женщина занималась сексом со своим 26-летним знакомым на глазах у 15-летней школьницы, во время чего пара трогала несовершеннолетнюю за грудь.
  ",https://lenta.ru/news/2023/05/03/igripari/,"Wed, 03 May 2023 16:35:00 +0300"
"Генерал назвал вероятные места пусков попытавшихся атаковать Кремль дронов","
    В Индии мужчина пошел в аптеку за лекарствами и пережил нападение гималайского медведя. Пострадавший получил тяжелые травмы и был госпитализирован для специализированного лечения. Сотрудники департамента дикой природы и полиции прибыли на место происшествия и планируют усыпить агрессивное животное. 
  ",https://lenta.ru/news/2023/05/03/medved/,"Wed, 03 May 2023 16:31:00 +0300"
"В зоопарке Екатеринбурга появился второй лис-фенек","
    Дроны, которые попытались атаковать Кремль, могли быть запущены с территории Подмосковья или Москвы. Об этом заявил герой России, генерал-майор Сергей Липовой, чьи слова приводит НСН. Липовой выразил надежду, что в ближайшее время правоохранительные органы определят исполнителей.
  ",https://lenta.ru/news/2023/05/03/zapusk/,"Wed, 03 May 2023 16:29:19 +0300"
"Названы 10 самых востребованных профессий в мире в ближайшие пять лет","
    Шестилетний лис-фенек появился в зоопарке Екатеринбурга. Его привезли из Краснодара. Фенек уже присоединился к обитателям зоопарка и в скором времени будет жить со второй лисицей-фенеком Арией. По словам сотрудников зоопарка, игривый фенек и ведет себя активно, а иногда даже нагло.
  ",https://lenta.ru/news/2023/05/03/fenek/,"Wed, 03 May 2023 16:27:00 +0300"
"В Подмосковье упал беспилотник","
    В ближайшие пять лет на рынке труда будут востребованы профессии, связанные с развитием технологий искусственного интеллекта (ИИ). Среди самых перспективных вакансий назвали специалистов по искусственному интеллекту и машинному обучению. С другой стороны, клерки, почтовые служащие и кассиры рискуют лишиться работы.
  ",https://lenta.ru/news/2023/05/03/professii/,"Wed, 03 May 2023 16:27:00 +0300"
"В США заявили об истощении американской военной машины из-за Украины","
    В подмосковной Коломне упал беспилотный летательный аппарат. На место падения беспилотника в лесном массиве выехали экстренные службы. Уточняется, что обнаружены обломки крыла, двигатель и небольшая воронка. По предварительным данным, беспилотник упал ещё в марте, все это время велись его поиски.
  ",https://lenta.ru/news/2023/05/03/kolombpla/,"Wed, 03 May 2023 16:26:00 +0300"
"Пригожин отреагировал на атаку украинских дронов на Кремль","
    Исследователь внешней политики США Хэл Брэндс заявил об истощении американской военной машины из-за Украины. «США находятся в сложном положении — Вашингтону потребовались годы, чтобы обеспечить то количество противотанковых ракет и другого оружия, которое Украина израсходовала за недели», — считает он.
  ",https://lenta.ru/news/2023/05/03/machine/,"Wed, 03 May 2023 16:20:00 +0300"
"Герой России привел версию подготовки атаки украинских дронов на Кремль","
    Основатель частной военной компании (ЧВК) «Вагнер» Евгений Пригожин заявил, что никак не может прокомментировать атаку Кремля дронами. Бизнесмен подчеркнул, что ему сейчас важно получить снаряды для продвижения в Артемовске (украинское название Бахмут), а также «чтобы военные фланги не просрали».
  ",https://lenta.ru/news/2023/05/03/prigozhin/,"Wed, 03 May 2023 16:20:00 +0300"
"В Госдуме увидели «настоящий повод к войне» после атаки дронов ВСУ по Кремлю","
    Причастными к запуску дронов по Кремлю могут оказаться беженцы с Украины. Такую версию атаки привел Герой России генерал-майор Сергей Липовой в беседе с НСН. Украина предприняла попытку с помощью двух беспилотных летательных аппаратов нанести удар по резиденции президента.
  ",https://lenta.ru/news/2023/05/03/atac_vers/,"Wed, 03 May 2023 16:20:00 +0300"
"Россиян из ветхих домов начнут переселять в деревянные","
    Лидер «Справедливой России — За правду» Сергей Миронов увидел «настоящий повод к войне» после атаки дронов Вооруженных сил Украины (ВСУ) по Кремлю. Свой комментарий по ситуации председатель партии эсеров разместил в Telegram-канале. Об атаке украинских дронов стало известно в среду, 3 мая. 
  ",https://lenta.ru/news/2023/05/03/mironovss/,"Wed, 03 May 2023 16:18:00 +0300"
"Решетова обругала ногти звезд на Met Gala фразой «морально к такому не готова»","
    Россиян, проживающих в аварийных зданиях, начнут переселять в деревянные дома. Такой способ решения проблемы ветхого жилья разрешил Минстрой, который внес соответствующие поправки в документы. Речь идет как об индивидуальных, так и о многоквартирных деревянных постройках.
  ",https://lenta.ru/news/2023/05/03/vderevo/,"Wed, 03 May 2023 16:14:00 +0300"
"Объяснен рост числа туристов из стран Балтии в Россию","
    Российская модель Анастасия Решетова обругала маникюр звезд на благотворительном балу Met Gala фразой «морально к такому не готова». Бывшая возлюбленная рэпера Тимати назвала тренд на очень длинные ногти странным. Кроме того, манекенщица отметила, что считает его неприемлемым для себя. 
  ",https://lenta.ru/news/2023/05/03/manik/,"Wed, 03 May 2023 16:12:13 +0300"
"Стало известно о подготовке в Саудовской Аравии нового предложения для Месси","
    Рост числа туристов в Россию из Финляндии, Польши и стран Балтии связан с медицинскими услугами, бизнес-целями и учебой. Об этом заявил вице-президент АТА Алексан Мкртчян. По словам эксперта, очень много этнических русских с европейскими паспортами живет в Эстонии и Латвии, которые ездят в Россию к родственникам. 
  ",https://lenta.ru/news/2023/05/03/tourists/,"Wed, 03 May 2023 16:10:15 +0300"
"Григорий Лепс отреагировал на смерти Валентина Юдашкина и Вячеслава Зайцева","
    В Саудовской Аравии готовят для форварда ПСЖ Лионеля Месси новое предложение. Как стало известно источнику, в стране готовят «самое большое предложение в истории футбола». Отмечается, что контракт будет рассчитан на несколько лет. Одним из главных претендентов на нападающего является «Аль‑Хиляль».
  ",https://lenta.ru/news/2023/05/03/messi/,"Wed, 03 May 2023 16:09:00 +0300"
"Пригожин заявил о фактическом начале наступления ВСУ","
    Российский певец Григорий Лепс отреагировал на смерти модельеров Валентина Юдашкина и Вячеслава Зайцева. Исполнитель заявил, что за три дня Россия потеряла двух гениальных и великих модельеров. Валентин Юдашкин умер во вторник, 2 мая, в возрасте 59 лет. Вячеслав Зайцев скончался на 86-м году жизни 30 апреля.
  ",https://lenta.ru/news/2023/05/03/leps_say/,"Wed, 03 May 2023 16:08:00 +0300"
"Обама встретился с Меркель и Шольцем","
    Основатель частной военной компании (ЧВК) «Вагнер» Евгений Пригожин заявил, что наступление Вооруженных сил Украины (ВСУ) фактически началось, добавив, что в ближайшие дни оно может перейти в активную фазу. Пригожин указал на «высочайшую активность» украинской авиации, а также активные действия ВСУ.
  ",https://lenta.ru/news/2023/05/03/prig_vsu/,"Wed, 03 May 2023 16:07:00 +0300"
"Использование интернета связали со снижением риска деменции","
    Бывший президент США Барак Обама встретился в ходе визита в Берлин с бывшем канцлером ФРГ Ангелой Меркель и нынешним немецким лидером Олафом Шольцем. Отмечается, что экс-канцлер вместе с супругом около двух часов ужинали с Обамой в итальянском ресторане. О чем разговаривали политики, неизвестно.
  ",https://lenta.ru/news/2023/05/03/obama/,"Wed, 03 May 2023 16:03:00 +0300"
"Украина отвергла свою причастность к атаке на Кремль","
    Американская группа специалистов из Нью-Йоркского университета изучила влияние интернета на вероятность развития деменции. Регулярное использование интернета ученые связали со снижением шанса нейродегенеративного заболевания примерно на 50 процентов по сравнению с группой, которая не выходила в сеть постоянно.
  ",https://lenta.ru/news/2023/05/03/internet/,"Wed, 03 May 2023 16:03:00 +0300"
"Опубликован второй локализованный трейлер «Переводчика» Гая Ричи","
    Пресс-секретарь президента Украины Владимира Зеленского Сергей Никифоров заявил об отсутствии информации об атаке на Кремль. «У нас нет информации о так называемых ночных атаках на Кремль», — сказал он. Кроме того, советник главы офиса президента Украины Михаил Подоляк аналогично отверг участие республики в атаке.
  ",https://lenta.ru/news/2023/05/03/uakremlin/,"Wed, 03 May 2023 16:02:24 +0300"
"В России отреагировали на попытку украинских дронов атаковать Кремль","
    Российская кинокомпания «Вольга» опубликовала второй локализованный трейлер фильма «Переводчик» от британского режиссера Гая Ричи. Сюжет новой картины расскажет о сержанте Джоне Кинли, попавшем в окружение противника в Афганистане. Солдату удается выжить благодаря местному переводчику по имени Ахмед.
  ",https://lenta.ru/news/2023/05/03/perevodchik/,"Wed, 03 May 2023 16:02:00 +0300"
"Посол России опроверг получение угроз дипмиссией в Судане","
    Украина действует как государство-террорист, считает первый заместитель председателя комитета Совета Федерации по международным делам Владимир Джабаров. Так в разговоре с «Лентой.ру» он отреагировал на ночную атаку дронов на Кремль, которую в Москве назвали покушением на президента России Владимира Путина.
  ",https://lenta.ru/news/2023/05/03/dzhbrv/,"Wed, 03 May 2023 16:01:48 +0300"
"В России захотели помочь части бизнеса выйти из тени","
    Боевики в Судане не выступали с угрозами в адрес российской дипмиссии в Хартуме, заявил ТАСС посол РФ в Судане Андрей Черновол. Слова Черновола прозвучали на фоне данных о том, что культурное представительство Саудовской Аравии в Судане подверглось нападению вооруженных лиц, часть имущества была украдена. 
  ",https://lenta.ru/news/2023/05/03/1232123/,"Wed, 03 May 2023 16:01:00 +0300"
"В граничащем с Украиной российском регионе отменили парад в День Победы","
    Минэкономразвития и Минфин России обсуждают введение дополнительных стимулов, в том числе налоговых, для бизнеса в Северо-Кавказском федеральном округе (СКФО) — меры нацелены на вывод компаний из тени. В округе сохраняются высокий уровень безработицы и теневой сектор, а дополнительные стимулы помогут решить проблемы.
  ",https://lenta.ru/news/2023/05/03/ten_skfo/,"Wed, 03 May 2023 16:00:00 +0300"
"На Алексея Панина возбудили дело за радостный пост о взрыве на Крымском мосту","
    В граничащем с Украиной российском регионе — Брянской области — отменили парад в День Победы. Об этом заявил губернатор Александр Богомаз в своем Telegram-канале. При этом, отметил Богомаз, ветераны в регионе не останутся без внимания. Их планируется поздравить в жилых дворах в рамках всероссийских акций.
  ",https://lenta.ru/news/2023/05/03/parad_pobedy/,"Wed, 03 May 2023 15:59:00 +0300"
"Двух человек заметили на крыше Сенатского дворца перед взрывом дрона над Кремлем","
    В отношении российского актера театра и кино Алексея Панина возбуждено уголовное дело по части 2 статьи 205.2 УК РФ («Публичное оправдание терроризма»). Об этом сообщил источник в правоохранительных органах. Отмечается, что после взрыва на Крымском мосту Панин опубликовал пост, в котором порадовался теракту.
  ",https://lenta.ru/news/2023/05/03/paninterrorsm/,"Wed, 03 May 2023 15:57:00 +0300"
"Зеленский отправится в другую страну после визита в Финляндию","
    Двух человек заметили на крыше Сенатского дворца перед взрывом украинского дрона над Кремлем. Об этом сообщают авторы Telegram-канале «RT на русском». Как отмечает автор Telegram-канала издания, незадолго до происшествия люди поднимались на крышу дворца. После взрыва неизвестные пригибаются, чтобы укрыться от обломков.
  ",https://lenta.ru/news/2023/05/03/lyudi/,"Wed, 03 May 2023 15:56:00 +0300"
"Мужчина застрял в пещере в детском развлекательном центре и умер","
    Президент Украины Владимир Зеленский отправится в другую страну после завершения официального визита в Финляндию, в Киев он возвращаться не будет. Об этом заявил его пресс-секретарь Сергей Никифоров. Он отметил, что в Хельсинки украинская делегация обсуждает будущее страны в НАТО.
  ",https://lenta.ru/news/2023/05/03/zefinlandnik/,"Wed, 03 May 2023 15:55:46 +0300"
"В России высказались об ответе на попытку атаковать Кремль","
    В Великобритании мужчина погиб после того, как застрял в искусственной пещере детского развлекательного центра. Спасателям удалось вытащить его спустя четыре часа, но, несмотря на оказанную медицинскую помощь, мужчина скончался от полученных травм. Представители центра выразили соболезнования семье погибшего.
  ",https://lenta.ru/news/2023/05/03/cave/,"Wed, 03 May 2023 15:54:00 +0300"
"Азербайджан пригрозил Армении изоляцией","
    Возможным ответом России на попытку атаковать Кремль с помощью беспилотников могут стать зеркальные меры в виде удара по резиденции главы Украины Владимира Зеленского, а также по другим правительственным объектам. Об этом в разговоре с «Лентой.ру» заявил сенатор Совфеда Сергей Цеков.
  ",https://lenta.ru/news/2023/05/03/otvt/,"Wed, 03 May 2023 15:50:32 +0300"
"Популярная рэперша нарушила важный запрет на Met Gala и попала на видео","
    Президент Азербайджана Ильхам Алиев пригрозил Армении изоляцией за попытку включить Нагорный Карабах в проект мирного договора. Он добавил, что если Ереван не откажется от претензий на Карабах, то «не будет никакого мира, не будет коммуникаций», и Армения снова будет изолирована.
  ",https://lenta.ru/news/2023/05/03/azerbaijan_izoliacia/,"Wed, 03 May 2023 15:49:09 +0300"
"Петросяна выписали из клиники","
    Популярная американская рэперша Doja Cat (настоящее имя Амала Ратна Зандиле Дламини) нарушила важный запрет на ежегодном балу Met Gala и попала на видео. Предположительно, 27-летнюю звезду засняли на красной дорожке, в то время как она ожидала своей очереди давать интервью.
  ",https://lenta.ru/news/2023/05/03/ban-smoking/,"Wed, 03 May 2023 15:48:05 +0300"
"В Госдуме призвали нанести ракетный удар по киевской резиденции Зеленского","
    Народного артиста РСФСР Евгения Петросяна выписали из клиники, где он проходил плановую проверку. Отвечая на вопрос о своем состоянии, юморист сказал, что чувствует себя отлично. «Плановую проверку закончил», — добавил он. О госпитализации артиста сообщило издание Mash 1 мая.
  ",https://lenta.ru/news/2023/05/03/petrosyan/,"Wed, 03 May 2023 15:43:00 +0300"
"Двух обвиняемых в совершении терактов в Бердянске объявили в розыск","
    Депутат Госдумы Михаил Шеремет призвал ответить на попытку атаки дронов по Кремлю ракетным ударом по резиденции президента Украины Владимира Зеленского в Киеве. По его мнению, «в Киеве засели террористы», переговоры с которыми бессмысленны. Политик также подчеркнул, что с этого дня Зеленскому «стоит начинать бояться».
  ",https://lenta.ru/news/2023/05/03/sheremet_udar/,"Wed, 03 May 2023 15:41:00 +0300"
"По Байкалу запустят первый научно-туристический круиз","
    Следователи установили личности двоих граждан, причастных к  терактам против силовиков и чиновников Бердянска, совершенных осенью 2022 года. Им заочно предъявлены обвинения по статье 205 УК РФ («Террористический акт»). Они скрываются за пределами России, в связи с чем их объявляли в розыск. 
  ",https://lenta.ru/news/2023/05/03/sledkommm/,"Wed, 03 May 2023 15:39:00 +0300"
"Подозреваемого в краже жилетки сооснователя «Короля и Шута» Князева задержали","
    Летом этого года по Байкалу запустят первый научно-туристический круиз, сообщил министр природных ресурсов и экологии России Александр Козлов. Путешественники смогут посетить Прибайкальский и Забайкальский нацпарки, Баргузинский, Байкало-Ленский и Байкальский заповедники, а также Кабанский заказник.
  ",https://lenta.ru/news/2023/05/03/cruise/,"Wed, 03 May 2023 15:38:00 +0300"
"Решение о повышении тарифа на передачу электроэнергии разъяснили","
    66-летнего жителя Москвы Александра Лазоревича, подозреваемого в краже жилетки сооснователя музыкальной группы «Король и Шут» Андрея «Князя» Князева на выставке, задержали. Сообщается, что мужчине, незаметно забравшему предмет одежды музыканта стоимостью миллион рублей, грозит до шести лет тюремного заключения. 
  ",https://lenta.ru/news/2023/05/03/shut_found/,"Wed, 03 May 2023 15:37:00 +0300"
"Генерал назвал возможную цель атаки беспилотников на Кремль","
    C 1 мая по 31 декабря тарифы на услуги по передаче электроэнергии по единой национальной электрической сети увеличатся на 6,3 процента. Об этом стало известно из распоряжения правительства России. В Федеральной антимонопольной службе уточнили, что это решение не затронет россиян.
  ",https://lenta.ru/news/2023/05/03/energy_price/,"Wed, 03 May 2023 15:35:00 +0300"
"Путин поддержал выдвинувшегося на второй срок нижегородского губернатора","
    Атака беспилотников на Кремль могла быть нужна для проверки системы ПВО, заявил генерал-майор Сергей Липовой. По его мнению, дрон мог быть запущен где-то в Подмосковье и идти на максимально низкой высоте, примерно на 300-400 метрах, а высотные здания могли стать для него своеобразной теневой защитой.
  ",https://lenta.ru/news/2023/05/03/pvvoo/,"Wed, 03 May 2023 15:34:00 +0300"
"Останки исчезнувшего рыбака нашли в желудке крокодила","
    Президент России Владимир Путин на встрече с губернатором Нижегородской области Глебом Никитиным поддержал его решение о выдвижении на второй срок на предстоящих осенью выборах. Никитин подчеркнул, что готов продолжить работу при поддержке жителей Нижегородской области.<br />
  ",https://lenta.ru/news/2023/05/03/nikittt/,"Wed, 03 May 2023 15:34:00 +0300"
"Россияне стали чаще брать кредит на первый взнос по ипотеке","
    В Австралии полиция убила крокодила, который съел 65-летнего рыбака Кевина Дармоди. Мужчина рыбачил на реке, когда группа людей, находившихся неподалеку, услышала крик и звуки борьбы. После этого Дармоди пропал. Его искали несколько дней. Позже полиция убила двух крокодилов, в желудке одного нашла останки человека.
  ",https://lenta.ru/news/2023/05/03/crocodile/,"Wed, 03 May 2023 15:32:00 +0300"
"Иранок уличили в саботаже ношения хиджаба за 5 долларов в час","
    В России в два раза чаще стали брать потребительские кредиты на первый взнос по ипотеке. «Возросла доля заемщиков, оформивших потребительский кредит, за счет которого можно было профинансировать первоначальный взнос: 7 процентов против 3,5 процента во втором квартале 2022 года», — говорится в анализе Центробанка.
  ",https://lenta.ru/news/2023/05/03/more_credit/,"Wed, 03 May 2023 15:28:00 +0300"
"Газогенератор двигателя ПД-35 покажут на МАКС-2023","
    Западные спецслужбы платят иранкам от 3 до 5 долларов в час за саботаж ношения хиджаба, пишет агентство Tasnim. Правоохранительные органы исламской республики задержали несколько женщин без хиджаба, которые, по их собственному признанию, выполняли порученное им задание по нарушению норм мусульманского дресс-кода.
  ",https://lenta.ru/news/2023/05/03/30serebrenikov/,"Wed, 03 May 2023 15:27:00 +0300"
"Украина понадеялась получить самолеты после начала контрнаступления","
    Госкорпорация «Ростех» покажет газогенератор российского турбовентиляторного двигателя большой тяги ПД-35 на авиасалоне МАКС-2023, сообщил заместитель гендиректора «ОДК» по управлению НПК «Пермские моторы», управляющий директор — генеральный конструктор «ОДК-авиадвигатель» Александр Иноземцев.
  ",https://lenta.ru/news/2023/05/03/pd35/,"Wed, 03 May 2023 15:27:00 +0300"
"Российский нацпарк частично закрыли для туристов из-за медведей","
    Президент Украины Владимир Зеленский анонсировал скорое контрнаступление Вооруженных сил Украины и понадеялся, что после его начала республика получит самолеты от западных партнеров. Об этом украинский лидер заявил на пресс-конференции в Финляндии. Ранее украинский лидер прибыл в страну с официальным визитом.
  ",https://lenta.ru/news/2023/05/03/samolets/,"Wed, 03 May 2023 15:26:23 +0300"
"Генсек ООН сделал предложение об улучшении зерновой сделки","
    Нацпарк «Красноярские Столбы» частично закрыли для туристов из-за участившегося появления там медведей. Как рассказали в нацпарке, в последнее время в зоне особой охраны начали все чаще замечать медвежьи следы. При этом ограничение введено на неограниченный срок, уточнили в заповеднике. <br /><br />
  ",https://lenta.ru/news/2023/05/03/medvedi/,"Wed, 03 May 2023 15:26:00 +0300"
"Акции региональных банков США рухнули вслед за Silicon Valley Bank","
    Генсек ООН Антониу Гутерриш заявил, что сделал предложение об улучшении зерновой сделки России, Украине и Турции. Он выступил с инициативой по расширению, улучшению и продлению черноморской инициативы. «Меня проинформировали, что Кремль изучает предложение и что ответ на мое предложение будет», — рассказал он. 
  ",https://lenta.ru/news/2023/05/03/gensek_predlojenie/,"Wed, 03 May 2023 15:25:00 +0300"
"Баскетболист ЦСКА Алексей Швед попал в больницу после нападения. Что известно об инциденте и состоянии спортсмена?","
    Акции ряда региональных банков США рухнули на бирже 2 мая до минимумов 2020 года, что отражает обеспокоенность инвесторов состоянием отрасли. Больше всего снижение затронуло банки, пострадавшие после краха Silicon Valley Bank — PacWest и Western Alliance, которые обслуживают множество технологических стартапов.
  ",https://lenta.ru/news/2023/05/03/usbanks/,"Wed, 03 May 2023 15:24:00 +0300"
"Румыния ввела запрет на импорт сельхозпродуктов с Украины","
    Жена баскетболиста ЦСКА Алексея Шведа Анастасия Зиадитдинова раскрыла новые подробности его состояния после нападения. Супруга спортсмена рассказала, что по результатам компьютерной томографии у него диагностировали опухоль. Она добавила, что Швед находится в обычной палате, а не в реанимации.
  ",https://lenta.ru/news/2023/05/03/shwed/,"Wed, 03 May 2023 15:24:00 +0300"
"Зеленский попросил НАТО пригласить Украину в альянс","
    Румыния ввела временный запрет на импорт сельхозпродуктов с Украины до 5 июня. Под запрет попали пшеница, кукуруза, подсолнечник и рапс. Меры не распространяются на соглашения, заключенные до 2 мая. Для других видов продукции неживотного происхождения установлены строгие правила контроля.
  ",https://lenta.ru/news/2023/05/03/zapret_ua/,"Wed, 03 May 2023 15:24:00 +0300"
"Близость к Кремлю повлияла на стоимость жилья","
    Президент Украины Владимир Зеленский заявил, что в Киеве понимают невозможность присоединения страны к НАТО до окончания конфликта, но надеются на приглашение в альянс. Об этом глава украинского государства сообщил в ходе пресс-конференции в Финляндии. Накануне Зеленский приехал в страну с официальным визитом.
  ",https://lenta.ru/news/2023/05/03/zelenskinato/,"Wed, 03 May 2023 15:22:00 +0300"
"МВД Сербии подтвердило гибель девяти человек при стрельбе в школе","
    Новостройки рядом с Кремлем стоят на 64 процента дороже, чем остальное жилье на элитном рынке Москвы. В среднем квадратный метр новостроек в 10 минутах ходьбы от Кремля стоит 2,6 миллиона рублей. Высокие цены связаны с редкостью предложения — доля лотов рядом с крепостью составляет не более 10 процентов.
  ",https://lenta.ru/news/2023/05/03/kreml/,"Wed, 03 May 2023 15:20:00 +0300"
"Евросоюз создаст механизм санкций против обвиняемых в коррупции людей","
    При стрельбе в школе в Белграде в ходе нападения 14-летнего подростка погибли девять человек, семь ранены, им оказывается медицинская помощь. Об этом сообщает пресс-служба МВД Сербии. Отмечается, что злоумышленник является учеником этой школы, при себе у него был «список жертв».
  ",https://lenta.ru/news/2023/05/03/mvd_serbia_casualties/,"Wed, 03 May 2023 15:20:00 +0300"
"Опубликовано видео предполагаемой атаки дронов на Кремль","
    Евросоюз планирует создать механизм санкций против людей, обвиняемых в коррупции в любой стране мира. Об этом заявил глава европейской дипломатии Жозеп Боррель. Он отметил, что «коррупция — это глобальное, транснациональное явление, которое обходится миру по меньшей мере в пять процентов его ВВП».
  ",https://lenta.ru/news/2023/05/03/corruption_sansctions/,"Wed, 03 May 2023 15:19:00 +0300"
"Помощница Аллы Пугачевой подтвердила возвращение певицы в Москву","
    Telegram-канал «Подъем» опубликовал видео предполагаемой атаки на Кремль. На кадрах виден БПЛА, пролетающий над территорией Кремля. Аппарат взрывается в воздухе вблизи флагштока, закрепленного на Сенатском дворце. Также на видео видны трибуны и декорации, предназначенные для празднования Дня Победы. 
  ",https://lenta.ru/news/2023/05/03/ataka305/,"Wed, 03 May 2023 15:18:00 +0300"
"Казахстан начал бороться с параллельным импортом в Россию","
    Помощница российской эстрадной певицы Аллы Пугачевой Елена Чупракова подтвердила возвращение исполнительницы в Россию. Директор артистки утвердительно ответила на вопрос журналистов о том, прилетела ли звезда в Москву, однако призналась, что не знает, посетит ли Пугачева похороны модельера Валентина Юдашкина.
  ",https://lenta.ru/news/2023/05/03/pugacheva_comeback/,"Wed, 03 May 2023 15:17:24 +0300"
"Основателю NEXTA вынесли приговор","
    Российские грузоперевозчики начали жаловаться на трудности, которые возникают у них в последнее время на границе с Казахстаном при поставках продукции по параллельному импорту, рассказал глава ассоциации «Грузавтотранс» Владимир Матягин. По его словам, поставщикам фактически закрыли границу.
  ",https://lenta.ru/news/2023/05/03/wontpass/,"Wed, 03 May 2023 15:16:00 +0300"
"В США оценили влияние санкций на китайскую индустрию микрочипов","
    Минский областной суд заочно приговорил к 20 годам лишения свободы Степана Путило — основателя Telegram-канала NEXTA, признанного в Белоруссии террористической организацией. Кроме того, экс-редактора канала Яна Рудика заочно приговорили к 19 годам заключения. Им также назначили штраф.
  ",https://lenta.ru/news/2023/05/03/nexta20/,"Wed, 03 May 2023 15:16:00 +0300"
